movie_title,production_budget_usd,worldwide_budget_usd
Nicholas Nickleby,10000000.00,1562800.00
Weekend,190000.00,1577585.00
Midnight Meat Train,15000000.00,1590246.00
Triangle,12000000.00,1595168.00
A Hard Day's Night,560000.00,1597233.00
Dogtown and Z-Boys,400000.00,1600566.00
The Blue Butterfly,10400000.00,1610194.00
Oscar and Lucinda,12500000.00,1612957.00
Walking and Talking,1000000.00,1615787.00
Session 9,1500000.00,1619602.00
Home,12000000.00,1620056.00
Bacheha-Ye aseman,180000.00,1628579.00
Flammen og Citronen,9000000.00,1635241.00
Gun Shy,10000000.00,1638202.00
Spider,10000000.00,1641788.00
It's a Wonderful Afterlife,10000000.00,1642939.00
Marci X,20000000.00,1646664.00
Festen,1300000.00,1647780.00
"The Book of Mormon Movie, Volume 1: The Journey",2000000.00,1660865.00
Factory Girl,7000000.00,1661464.00
Subway,2000000.00,1663296.00
Deadfall,6000000.00,1673635.00
Steel,16000000.00,1686429.00
Jesus' Son,2500000.00,1687548.00
Ararat,15500000.00,1693000.00
Saint Ralph,5200000.00,1695126.00
The Bridge of San Luis Rey,24000000.00,1696765.00
Lady in White,4700000.00,1705139.00
"Men, Women and Children",16000000.00,1705908.00
Freeheld,7000000.00,1732228.00
"Che, Part 1: The Argentine",29000000.00,1733532.00
Simon,1300000.00,1738663.00
The Messenger,6500000.00,1744952.00
Savva. Serdtse voyna,30000000.00,1769316.00
Murderball,350000.00,1772979.00
The Dangerous Lives of Altar Boys,12000000.00,1779284.00
Tumbleweeds,312000.00,1788168.00
Code 46,7500000.00,1788324.00
Eye See You,55000000.00,1807990.00
Tusk,3000000.00,1821983.00
Tu Xia Chuan Qi,12000000.00,1828400.00
The Believer,1500000.00,1840248.00
Zulu,16000000.00,1844228.00
Who Killed the Electric Car?,1000000.00,1849392.00
Dom Hemingway,7000000.00,1857458.00
Meek's Cutoff,2000000.00,1869928.00
A Better Life,10000000.00,1884251.00
The Mighty Macs,7000000.00,1891936.00
Les herbes folles,14000000.00,1903952.00
Thumbsucker,4000000.00,1919197.00
The Christmas Candle,7000000.00,1933829.00
La chambre bleue,1400000.00,1945420.00
The Clan of the Cave Bear,15000000.00,1953732.00
Cecil B. Demented,10000000.00,1953882.00
Crazy in Alabama,15000000.00,1954202.00
All the Boys Love Mandy Lane,750000.00,1960521.00
Felicia's Journey,15000000.00,1970268.00
Osama,500000.00,1971479.00
Escobar: Paradise Lost,17000000.00,1973945.00
Red State,4000000.00,1983596.00
Shortbus,2000000.00,1985292.00
The Art of Getting By,4000000.00,1989035.00
She Done Him Wrong,200000.00,2000000.00
Wilson,5200000.00,2000000.00
The Wrong Man,1200000.00,2000000.00
Can't Stop the Music,20000000.00,2000000.00
Playing for Keeps,35000000.00,2000000.00
Return to the Blue Lagoon,11000000.00,2000000.00
Greater,9000000.00,2000093.00
Sur Le Seuil,2500000.00,2013052.00
The Broken Hearts Club: A Romantic Comedy,1000000.00,2022442.00
The Work and the Glory: American Zion,6500000.00,2025032.00
El Mariachi,7000.00,2041928.00
Roadside Romeo,2000000.00,2046090.00
Beyond the Mat,500000.00,2047570.00
Z Storm,7000000.00,2053330.00
Ravenous,12000000.00,2062406.00
Ayurveda: Art of Being,300000.00,2066892.00
Strangers with Candy,2000000.00,2077844.00
Zero Effect,5000000.00,2080693.00
I’m Not Ashamed,1500000.00,2082980.00
Another Earth,175000.00,2102779.00
The Pursuit of D.B. Cooper,12000000.00,2104164.00
Faithful,13000000.00,2104439.00
Mallrats,6100000.00,2108367.00
Roar,17000000.00,2110050.00
The Nutcracker,19000000.00,2119994.00
Videodrome,5952000.00,2120439.00
Misconduct,11000000.00,2124005.00
Now is Good,500000.00,2141436.00
Grave Encounters,2000000.00,2151887.00
Shadow Conspiracy,45000000.00,2154540.00
A Dog of Flanders,7000000.00,2165637.00
Dod sno,800000.00,2194020.00
The Molly Maguires,11000000.00,2200000.00
Smilla's Sense of Snow,35000000.00,2221994.00
It's All Gone Pete Tong,2000000.00,2226603.00
My All-American,20000000.00,2246000.00
DysFunkTional Family,3000000.00,2255000.00
Clay Pigeons,8000000.00,2256606.00
Casino Jack,12500000.00,2272186.00
Showdown in Little Tokyo,8000000.00,2275557.00
The Diary of a Teenage Girl,2000000.00,2279959.00
42nd Street,439000.00,2281000.00
FUR: An Imaginary Portrait of Diane Arbus,16800000.00,2281089.00
The Yards,20000000.00,2282710.00
Repo Man,1500000.00,2300000.00
Hav Plenty,650000.00,2301777.00
Shanghai Surprise,17000000.00,2315000.00
Two Girls and a Guy,1000000.00,2315026.00
Last Orders,12000000.00,2326407.00
Gabriela,50000.00,2335352.00
Teeth,2000000.00,2350641.00
Jem and the Holograms,5000000.00,2368937.00
Bamboozled,10000000.00,2373937.00
Buffalo '66,1500000.00,2380606.00
Renaissance,18000000.00,2401413.00
Nannerl la soeur de Mozart,4500000.00,2404639.00
The Devil's Double,19100000.00,2406666.00
What Just Happened,27000000.00,2412123.00
Hamlet,2000000.00,2419669.00
The Grace Card,200000.00,2430735.00
Four Lions,3750000.00,2436111.00
Jefferson in Paris,14000000.00,2461628.00
And When Did You Last See Your Father?,8000000.00,2476491.00
The Incredibly True Adventure of Two Girls in Love,250000.00,2477155.00
After.Life,4500000.00,2481925.00
Unforgettable,18000000.00,2483790.00
It Happened One Night,325000.00,2500000.00
Niagara,1250000.00,2500000.00
Grace Unplugged,1700000.00,2507159.00
But I'm a Cheerleader,1200000.00,2509344.00
Novocaine,6000000.00,2522928.00
When The Cat's Away,300000.00,2525984.00
Bucky Larson: Born to Be a Star,10000000.00,2529395.00
Love and Death on Long Island,4030000.00,2542264.00
Trust the Man,9000000.00,2548378.00
The Gatekeepers,1500000.00,2592308.00
N-Secure,1600000.00,2595644.00
Limbo,8300000.00,2598224.00
Infamous,13000000.00,2613717.00
Shalako,1455000.00,2620000.00
Mississippi Mermaid,1600000.00,2627795.00
God's Army,300000.00,2652515.00
Redbelt,7000000.00,2667084.00
No Man's Land,1000000.00,2684207.00
Bobby Jones: Stroke of Genius,17000000.00,2694071.00
Bronson,230000.00,2703762.00
Auto Focus,7000000.00,2703821.00
Straight out of Brooklyn,450000.00,2712293.00
Chéri,23000000.00,2715657.00
Goodbye Bafana,30000000.00,2717302.00
Ajami,1000000.00,2721096.00
Wuthering Heights,8000000.00,2721534.00
Blood Simple,1500000.00,2730877.00
Restless,8000000.00,2772511.00
Captive,2000000.00,2791973.00
Love Stinks,4000000.00,2793776.00
The Perez Family,11000000.00,2794056.00
Quinceanera,400000.00,2797199.00
The White Countess,16000000.00,2814566.00
Everything Must Go,5000000.00,2821010.00
Adam,3200000.00,2828590.00
Reservoir Dogs,1200000.00,2832029.00
eXistenZ,20700000.00,2840417.00
Othello,11000000.00,2844379.00
Home Run,1200000.00,2859955.00
Jindabyne,10800000.00,2862544.00
In the Company of Men,25000.00,2883661.00
"Happy, Texas",1700000.00,2891228.00
Find Me Guilty,13000000.00,2898225.00
Cradle Will Rock,32000000.00,2899970.00
Raising Victor Vargas,800000.00,2900578.00
Waiting for Guffman,4000000.00,2922988.00
Blood Ties,26000000.00,2923959.00
Metropolitan,430000.00,2938000.00
Filly Brown,1250000.00,2940411.00
Isn't She Great,36000000.00,2954405.00
The Pirate,3700000.00,2956000.00
Basquiat,3000000.00,2962051.00
Married Life,12000000.00,2975188.00
Jane Got a Gun,25000000.00,2976636.00
Over the Hill to the Poorhouse,100000.00,3000000.00
Malone,10000000.00,3000000.00
Fengkuang de Shitou,500000.00,3000000.00
The East,6500000.00,3027956.00
Que Horas Ela Volta?,1200000.00,3048209.00
Songcatcher,1800000.00,3050934.00
The Widow of St. Pierre,13000000.00,3058380.00
Tristram Shandy: A Cock and Bull Story,4750000.00,3061763.00
Jawbreaker,3000000.00,3076820.00
Your Sister's Sister,120000.00,3090593.00
Dear Frankie,4600000.00,3099369.00
The Last House on the Left,87000.00,3100000.00
Boynton Beach Club,2900000.00,3127472.00
Imagine Me & You,7900000.00,3129471.00
Beautiful,9000000.00,3134509.00
Maurice,2600000.00,3147950.00
Rosewater,10000000.00,3168858.00
Wordplay,500000.00,3177636.00
The Rover,8500000.00,3180252.00
Top Hat,609000.00,3202000.00
Romance and Cigarettes,11000000.00,3231251.00
Letters to God,3000000.00,3237452.00
Supercross,30000000.00,3252550.00
Peaceful Warrior,10000000.00,3260179.00
Resurrecting the Champ,13000000.00,3260555.00
Tadpole,150000.00,3270128.00
Pathology,8000000.00,3270974.00
Only the Strong,6000000.00,3273588.00
Romeo Is Bleeding,10000000.00,3275585.00
Sunshine State,5600000.00,3281898.00
Riding Giants,2600000.00,3292333.00
Pootie Tang,3500000.00,3293258.00
Obvious Child,1000000.00,3324070.00
Heist,8900000.00,3324184.00
The Wackness,6000000.00,3330012.00
Atlas Shrugged: Part II,10000000.00,3336053.00
The Work and the Glory,7500000.00,3347647.00
Unknown,3700000.00,3355048.00
Crash,10000000.00,3357324.00
The Company,15000000.00,3396508.00
Child 44,50000000.00,3434330.00
Bathory,15000000.00,3436763.00
The Ultimate Gift,9000000.00,3438735.00
Full Frontal,2000000.00,3438804.00
Beneath Hill 60,9000000.00,3440939.00
The Homesman,16000000.00,3442853.00
Chiamatemi Francesco - Il papa della gente,15000000.00,3454036.00
Shattered Glass,6000000.00,3456602.00
"Next Stop, Wonderland",1000000.00,3465703.00
Talk Radio,4000000.00,3468572.00
Camping Sauvage,4600000.00,3479302.00
Heaven's Gate,44000000.00,3484523.00
Veronica Mars,6000000.00,3485383.00
Bathing Beauty,2361000.00,3500000.00
State Fair,4500000.00,3500000.00
Per un pugno di dollari,200000.00,3500000.00
Fireflies in the Garden,8000000.00,3505823.00
The Paperboy,12500000.00,3522153.00
The Joneses,10000000.00,3541565.00
Junebug,1000000.00,3553253.00
The Neon Demon,7500000.00,3559803.00
Free Fire,10000000.00,3565109.00
Pieces of April,300000.00,3571253.00
The Sidewalks of New York,1000000.00,3575308.00
The Secret of Kells,8000000.00,3582797.00
Cats Don't Dance,32000000.00,3588602.00
BloodRayne,25000000.00,3605420.00
The Killer Inside Me,13000000.00,3617277.00
Lesbian Vampire Killers,2000000.00,3620902.00
The Iceman,10000000.00,3623609.00
Days of Heaven,3000000.00,3660880.00
The Day the Earth Stood Still,1200000.00,3700000.00
Thirteen Conversations About One Thing,3000000.00,3705923.00
Jekyll and Hyde... Together Again,5000000.00,3707583.00
Machine Gun Preacher,30000000.00,3721988.00
By the Sea,20000000.00,3727746.00
Like Crazy,250000.00,3731489.00
Hedwig and the Angry Inch,6000000.00,3747270.00
Celeste and Jesse Forever,840000.00,3787689.00
Green Room,5000000.00,3807503.00
Better Luck Tomorrow,250000.00,3809226.00
The Real Cancun,4000000.00,3816594.00
To Save a Life,500000.00,3824868.00
Brick Lane,2500000.00,3838486.00
You Kill Me,4000000.00,3858964.00
Rules Don’t Apply,26700000.00,3871448.00
Clerks,27000.00,3894240.00
L'auberge espagnole,5900000.00,3895664.00
Warlock: The Armageddon,3000000.00,3902679.00
Gracie,9000000.00,3922043.00
The Perfect Game,12500000.00,3931367.00
Alexander's Ragtime Band,2000000.00,4000000.00
You Can't Take It With You,1644000.00,4000000.00
Willy Wonka & the Chocolate Factory,3000000.00,4000000.00
American Ninja 2: The Confrontation,350000.00,4000000.00
8 Heads in a Duffel Bag,3000000.00,4002884.00
There Be Dragons,36000000.00,4020990.00
Idle Hands,15000000.00,4023741.00
King's Ransom,25000000.00,4049527.00
Tank Girl,25000000.00,4064333.00
Stone,22000000.00,4065020.00
Restoration,18000000.00,4100000.00
Kama Sutra,3000000.00,4109095.00
Choke,3400000.00,4124277.00
Flipped,14000000.00,4127619.00
The To Do List,1500000.00,4128828.00
Whipped,3000000.00,4142507.00
Witless Protection,7500000.00,4151836.00
Richard III,9200000.00,4199334.00
The Damned United,6400000.00,4199874.00
Left Behind,18500000.00,4221341.00
Holy Motors,4000000.00,4230426.00
The Gospel of John,11000000.00,4234355.00
Men with Brooms,7500000.00,4239767.00
Brick,450000.00,4243996.00
Glitter,8500000.00,4273372.00
Soul Survivors,14000000.00,4288246.00
Eden Lake,2000000.00,4294373.00
Per qualche dollaro in più,600000.00,4300000.00
Four Rooms,4000000.00,4301000.00
Velvet Goldmine,9000000.00,4313644.00
Lucky Break,6000000.00,4316497.00
PCU,9000000.00,4333569.00
Meet the Deedles,24000000.00,4356126.00
Bogus,32000000.00,4357406.00
The Broadway Melody,379000.00,4358000.00
Solitary Man,12500000.00,4360548.00
Dark Angel,7000000.00,4372561.00
"Synecdoche, New York",20000000.00,4383538.00
Simply Irresistible,6000000.00,4398989.00
McHale's Navy,42000000.00,4408420.00
Inchon,46000000.00,4408636.00
Keeping Up with the Steins,5000000.00,4414753.00
Don’t Think Twice,3000000.00,4417983.00
The Conversation,1600000.00,4420000.00
Safety Not Guaranteed,750000.00,4422318.00
Passchendaele,20000000.00,4453327.00
Geograf globus propil,4000000.00,4454853.00
Flawless,27000000.00,4485485.00
Only God Forgives,4800000.00,4494560.00
Bound by Honor,35000000.00,4496583.00
Flash of Genius,20000000.00,4504111.00
"Don Gato, el inicio de la pandilla",80000000.00,4547660.00
Lilja 4-ever,4500000.00,4556982.00
Mumford,28700000.00,4559569.00
Flying By,5000000.00,4568257.00
Please Give,3000000.00,4570178.00
Submarine,1900000.00,4581937.00
River's Edge,1900000.00,4600000.00
Welcome to Collinwood,12000000.00,4606284.00
Lovely and Amazing,250000.00,4613482.00
Let's Go to Prison,4000000.00,4630045.00
Radio Flyer,35000000.00,4651977.00
Killer Joe,10000000.00,4659110.00
Demonic,3000000.00,4668109.00
Rogue,23000000.00,4673377.00
Pi,68000.00,4678513.00
On the Line,10000000.00,4690802.00
C.H.U.D.,1250000.00,4700000.00
"Jeff, Who Lives at Home",10000000.00,4708127.00
Miss March,6000000.00,4713059.00
Held Up,8000000.00,4714090.00
The Other Side of Heaven,7000000.00,4720371.00
My Summer of Love,1700000.00,4727375.00
Tao Jie,5400000.00,4728896.00
"Food, Inc.",1000000.00,4731944.00
A Walk on the Moon,14000000.00,4741987.00
The Fall of the Roman Empire,19000000.00,4750000.00
Hands of Stone,20000000.00,4754517.00
Igby Goes Down,9000000.00,4777465.00
Slackers,11000000.00,4814244.00
Bottle Shock,5000000.00,4815890.00
90 Minutes in Heaven,5000000.00,4816142.00
"Guten Tag, Ramon",4000000.00,4854356.00
Rize,700000.00,4857731.00
Galaxina,5500000.00,4865000.00
Girl 6,12000000.00,4880941.00
Half Nelson,700000.00,4911725.00
From Justin to Kelly,12000000.00,4922166.00
Hamlet 2,9000000.00,4934104.00
Robot & Frank,2500000.00,4934356.00
Jakob the Liar,15000000.00,4956401.00
Gloria,30000000.00,4967493.00
Take Shelter,4750000.00,4972016.00
Invaders from Mars,12000000.00,4984663.00
"The Beast from 20,000 Fathoms",210000.00,5000000.00
Pocketful of Miracles,2900000.00,5000000.00
Darling Lili,22000000.00,5000000.00
The Ballad of Cable Hogue,3716946.00,5000000.00
Bubble Boy,13000000.00,5002310.00
Nikita,7000000.00,5017971.00
Monty Python and the Holy Grail,400000.00,5028948.00
Welcome to the Dollhouse,800000.00,5034794.00
The Swindle,10000000.00,5045359.00
The Beaver,21000000.00,5046038.00
Exotica,1500000.00,5046118.00
Swiss Army Man,3000000.00,5100863.00
The Hotel New Hampshire,7500000.00,5142858.00
The House of Mirth,10000000.00,5149131.00
"Paris, je t'aime",13000000.00,5175088.00
Formula 51,27000000.00,5204007.00
The In Crowd,15000000.00,5217498.00
Hollywood Shuffle,100000.00,5228617.00
Black and White,10000000.00,5241315.00
The Lost City,9600000.00,5256839.00
Love Letters,550000.00,5269990.00
San Francisco,1300000.00,5273000.00
Collide,29200000.00,5278519.00
The Runaways,9500000.00,5278632.00
Charlie Bartlett,12000000.00,5295909.00
Ironclad,25000000.00,5297411.00
The Proposition,20000000.00,5313608.00
Wild Target,8000000.00,5314194.00
C'era una volta il West,5000000.00,5321508.00
Equilibrium,20000000.00,5345869.00
Rocket Singh: Salesman of the Year,1070000.00,5348767.00
A Guy Named Joe,2627000.00,5363000.00
Rejsen til Saturn,2700000.00,5377665.00
October Baby,1000000.00,5391992.00
Diary of the Dead,2750000.00,5394447.00
She Wore a Yellow Ribbon,1600000.00,5400000.00
1612,12000000.00,5400624.00
Monkeybone,75000000.00,5409517.00
Human Traffic,3300000.00,5422740.00
Tango,4500000.00,5428387.00
Split Second,7000000.00,5430822.00
Everybody Wants Some,10000000.00,5437126.00
Heavenly Creatures,5000000.00,5438120.00
Martha Marcy May Marlene,1000000.00,5438911.00
Virgin Territory,38000000.00,5473041.00
Made,5000000.00,5476060.00
Tucker & Dale vs. Evil,5000000.00,5476793.00
Slums of Beverly Hills,5000000.00,5502773.00
Say It Isn't So,25000000.00,5516708.00
Aqua Teen Hunger Force Colon Movie Film for Theaters,750000.00,5520368.00
Anomalisa,8000000.00,5531455.00
The Brothers Bloom,20000000.00,5531756.00
For Your Consideration,12000000.00,5549923.00
Once Upon a Time in America,30000000.00,5564014.00
Man on Wire,1900000.00,5617067.00
The Frozen Ground,19200000.00,5617460.00
Monsters,500000.00,5639730.00
Genius,17000000.00,5653176.00
Underclassman,25000000.00,5654777.00
The Pallbearer,8000000.00,5656388.00
Megaforce,18000000.00,5675599.00
Before Sunrise,2500000.00,5683371.00
Kundun,28000000.00,5686694.00
Get on the Bus,2400000.00,5691854.00
People I Know,20000000.00,5694213.00
Who's Your Caddy?,7000000.00,5694308.00
Trolljegeren,3500000.00,5706638.00
Won't Back Down,19000000.00,5714913.00
El crimen de padre Amaro,1800000.00,5719000.00
Gallipoli,3000000.00,5732587.00
Happiness,3000000.00,5746453.00
Sheena,25000000.00,5778353.00
Catch a Fire,14000000.00,5782198.00
The Skeleton Twins,1000000.00,5797192.00
Jab Tak Hai Jaan,9200000.00,5806666.00
Miss Sloane,18000000.00,5823540.00
Detroit Rock City,16000000.00,5825314.00
Ed Wood,18000000.00,5828466.00
Night of the Living Dead,4200000.00,5835247.00
Light It Up,13000000.00,5871603.00
20 Feet From Stardom,1000000.00,5892466.00
The Touch,20000000.00,5918742.00
Fish Tank,3000000.00,5922292.00
Evil Dead II,3500000.00,5923044.00
Severance,10000000.00,5950002.00
The Return,15000000.00,5953886.00
Samsara,4000000.00,5966671.00
Rebecca,1288000.00,6000000.00
Topaz,4000000.00,6000000.00
Dragonslayer,18000000.00,6000000.00
Heartbeeps,10000000.00,6000000.00
Foolish,1600000.00,6026908.00
The Limey,10000000.00,6030047.00
Frozen River,1000000.00,6030129.00
Megiddo: Omega Code 2,22000000.00,6047691.00
Meet the Mormons,2000000.00,6049171.00
A Most Violent Year,20000000.00,6071433.00
Dylan Dog: Dead of Night,20000000.00,6093725.00
"Il buono, il brutto, il cattivo",1200000.00,6100000.00
The Border,13500000.00,6118683.00
The Mighty,100000.00,6121582.00
Mambo Italiano,5500000.00,6148823.00
The Fifth Estate,26000000.00,6154172.00
UHF,5000000.00,6157157.00
Nowhere in Africa,6500000.00,6173485.00
College,6000000.00,6176114.00
The Straight Story,10000000.00,6197866.00
Celebrity,12000000.00,6200000.00
Topsy Turvy,20000000.00,6201757.00
Rabbit Hole,5000000.00,6205034.00
Harsh Times,2000000.00,6225304.00
Oldboy,3000000.00,6239723.00
Deuces Wild,10000000.00,6244618.00
Bleed for This,16000000.00,6248077.00
Dick,13000000.00,6276869.00
What Planet Are You From?,50000000.00,6291602.00
A Sound of Thunder,80000000.00,6300451.00
Pirates,40000000.00,6341825.00
Transsiberian,15000000.00,6379575.00
My Own Private Idaho,2500000.00,6401336.00
Against the Ropes,39000000.00,6429865.00
